Event	ID	Name			Wwise Object Path	Notes
	14729946	Play_Player_Parry			\Default Work Unit\SFX_Events\Player_Events\Play_Player_Parry	
	26955442	Play_Random_Sounds			\Default Work Unit\SFX_Events\General_Events\Play_Random_Sounds	
	31196771	Play_Menu_Reject			\Default Work Unit\UI_Events\Play_Menu_Reject	
	122138110	Play_KnockBack_Throw			\Default Work Unit\SFX_Events\General_Events\Special_Ball_Events\Play_KnockBack_Throw	
	142959787	Play_Player_Block			\Default Work Unit\SFX_Events\Player_Events\Play_Player_Block	
	418140392	Play_Option_Down			\Default Work Unit\UI_Events\Play_Option_Down	
	446385835	Play_Stun_Impact			\Default Work Unit\SFX_Events\General_Events\Special_Ball_Events\Play_Stun_Impact	
	662791751	Stop_Gravity_Loop_01			\Default Work Unit\SFX_Events\General_Events\Special_Ball_Events\Stop_Gravity_Loop_01	
	772058189	Play_B2B_Impact			\Default Work Unit\SFX_Events\General_Events\Special_Ball_Events\Play_B2B_Impact	
	793739678	Play_Ball_Impact			\Default Work Unit\SFX_Events\General_Events\Play_Ball_Impact	
	1043385440	Play_Enemy_Block			\Default Work Unit\SFX_Events\Enemy_Events\Play_Enemy_Block	
	1175091385	Play_Song_1			\Default Work Unit\Music_Events\Play_Song_1	
	1175091386	Play_Song_2			\Default Work Unit\Music_Events\Play_Song_2	
	1235227776	Play_WTSB			\Default Work Unit\Voiceover_Events\Play_WTSB	
	1265909510	Play_Menu_Accept			\Default Work Unit\UI_Events\Play_Menu_Accept	
	1270970974	Play_Enemy_Catch			\Default Work Unit\SFX_Events\Enemy_Events\Play_Enemy_Catch	
	1349854879	Stop_Stun_Loop_03			\Default Work Unit\SFX_Events\General_Events\Special_Ball_Events\Stop_Stun_Loop_03	
	1357484874	Play_Menu_Close			\Default Work Unit\UI_Events\Play_Menu_Close	
	1497459184	Play_GameStart			\Default Work Unit\Voiceover_Events\Play_GameStart	
	1529415144	Stop_KnockBack_Loop_01			\Default Work Unit\SFX_Events\General_Events\Special_Ball_Events\Stop_KnockBack_Loop_01	
	1673311249	Play_Enemy_Dash			\Default Work Unit\SFX_Events\Enemy_Events\Play_Enemy_Dash	
	1699464801	Play_Gravity_Throw			\Default Work Unit\SFX_Events\General_Events\Special_Ball_Events\Play_Gravity_Throw	
	1835085974	Play_Player_Death			\Default Work Unit\SFX_Events\Player_Events\Play_Player_Death	
	1951799486	Play_FloorBreak_Impact			\Default Work Unit\SFX_Events\General_Events\Special_Ball_Events\Play_FloorBreak_Impact	
	2038586767	Play_Stun_Throw			\Default Work Unit\SFX_Events\General_Events\Special_Ball_Events\Play_Stun_Throw	
	2175711460	Play_Player_Dash			\Default Work Unit\SFX_Events\Player_Events\Play_Player_Dash	
	2175797879	Play_CountDown			\Default Work Unit\Voiceover_Events\Play_CountDown	
	2236734574	Play_Menu_Open			\Default Work Unit\UI_Events\Play_Menu_Open	
	2241129993	Play_Enemy_Parry			\Default Work Unit\SFX_Events\Enemy_Events\Play_Enemy_Parry	
	2279634092	Play_Go			\Default Work Unit\Voiceover_Events\Play_Go	
	2280523856	Play_FloorBreak_Throw			\Default Work Unit\SFX_Events\General_Events\Special_Ball_Events\Play_FloorBreak_Throw	
	2308069490	Stop_FloorBreak_Loop_01			\Default Work Unit\SFX_Events\General_Events\Special_Ball_Events\Stop_FloorBreak_Loop_01	
	2482441353	Play_Gravity_Impact			\Default Work Unit\SFX_Events\General_Events\Special_Ball_Events\Play_Gravity_Impact	
	2638684734	Play_Menu_Down			\Default Work Unit\UI_Events\Play_Menu_Down	
	2821402661	Stop_Normie_Loop_01			\Default Work Unit\SFX_Events\General_Events\Special_Ball_Events\Stop_Normie_Loop_01	
	2878774629	Play_Menu_Up			\Default Work Unit\UI_Events\Play_Menu_Up	
	2918305388	Play_Player_Throw_Ball			\Default Work Unit\SFX_Events\Player_Events\Play_Player_Throw_Ball	
	2955987680	Play_Win			\Default Work Unit\Voiceover_Events\Play_Win	
	2985718832	Play_KnockBack_Impact			\Default Work Unit\SFX_Events\General_Events\Special_Ball_Events\Play_KnockBack_Impact	
	3046156865	Play_Enemy_Death			\Default Work Unit\SFX_Events\Enemy_Events\Play_Enemy_Death	
	3387145917	Play_Player_Catch			\Default Work Unit\SFX_Events\Player_Events\Play_Player_Catch	
	3638125099	Play_Player_Damage			\Default Work Unit\SFX_Events\Player_Events\Play_Player_Damage	
	3796466245	Play_Lose			\Default Work Unit\Voiceover_Events\Play_Lose	
	3804802068	Play_Exclamations			\Default Work Unit\Voiceover_Events\Play_Exclamations	
	3910976683	Play_Option_Up			\Default Work Unit\UI_Events\Play_Option_Up	
	4280871576	Stop_Song_2			\Default Work Unit\Music_Events\Stop_Song_2	
	4280871579	Stop_Song_1			\Default Work Unit\Music_Events\Stop_Song_1	

Switch Group	ID	Name			Wwise Object Path	Notes
	703738954	Ball_Impact_Switch			\Default Work Unit\Ball_Impact_Switch	
	1730638173	Announcer_Voice			\Default Work Unit\Announcer_Voice	

Switch	ID	Name	Switch Group			Notes
	175620874	Impact_Wall	Ball_Impact_Switch			
	2895357037	Impact_Player	Ball_Impact_Switch			
	204737959	Austin	Announcer_Voice			
	448633234	Chris	Announcer_Voice			
	765054342	Bri	Announcer_Voice			
	1363409729	Spencer	Announcer_Voice			
	1573445812	Virgil	Announcer_Voice			
	2806120763	Jordan	Announcer_Voice			
	3969101217	MiniChrisMarks	Announcer_Voice			

Game Parameter	ID	Name			Wwise Object Path	Notes
	487587012	Player_Distance			\Default Work Unit\Player_Distance	
	3771396309	Gameplay_Speed			\Default Work Unit\Gameplay_Speed	Value of current gameplay speed (Slowmo Effect): 0.25 to 1 

Effect plug-ins	ID	Name	Type				Notes
	68786031	B2B_Impact_03	Y:\Documents\Full Sail\Internship\SportsBall\SportsBall\.cache\Windows\SFX\B2B_Impact_03_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sound Effects\Ball_SFX\Special_Ball\Normie_Ball\B2B_Impact\B2B_Impact_03		139776
	73189944	Virgil_Lose_03	Y:\Documents\Full Sail\Internship\SportsBall\SportsBall\.cache\Windows\SFX\Virgil_Lose_03_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sound Effects\VoiceOvers\Lose\Virgil\Virgil_Lose_03		148264
	97246954	Stun_Throw_V2_04	Y:\Documents\Full Sail\Internship\SportsBall\SportsBall\.cache\Windows\SFX\Stun_Throw_V2_04_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sound Effects\Ball_SFX\Special_Ball\Stun\Stun_Throw\Stun_Throw_V2_04		125444
	98005091	Player_Damage_01	Y:\Documents\Full Sail\Internship\SportsBall\SportsBall\.cache\Windows\SFX\Player_Damage_01_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sound Effects\Player_SFX\Player_Damage\Player_Damage_01		44770
	98729977	ChrisM_WTSB_03	Y:\Documents\Full Sail\Internship\SportsBall\SportsBall\.cache\Windows\SFX\ChrisM_WTSB_03_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sound Effects\VoiceOvers\WTSB\MiniChrisM\ChrisM_WTSB_03		185370
	100418536	Enemy_Death_02	Y:\Documents\Full Sail\Internship\SportsBall\SportsBall\.cache\Windows\SFX\Enemy_Death_02_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sound Effects\Enemy_SFX\Enemy_Death\Enemy_Death_02		51554
	101873592	Jordan_Exclamations_04	Y:\Documents\Full Sail\Internship\SportsBall\SportsBall\.cache\Windows\SFX\Jordan_Exclamations_04_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sound Effects\VoiceOvers\Exclamations\Jordan\Jordan_Exclamations_04		69440
	102136702	Bri_Win_03	Y:\Documents\Full Sail\Internship\SportsBall\SportsBall\.cache\Windows\SFX\Bri_Win_03_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sound Effects\VoiceOvers\Win\Bri\Bri_Win_03		147200
	103497014	Wall_Impact_V3_02	Y:\Documents\Full Sail\Internship\SportsBall\SportsBall\.cache\Windows\SFX\Wall_Impact_V3_02_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sound Effects\Ball_SFX\Special_Ball\Normie_Ball\Ball_Impact\Wall_Impact\Wall_Impact_V3_02		36444
	104710674	B2B_Impact_04	Y:\Documents\Full Sail\Internship\SportsBall\SportsBall\.cache\Windows\SFX\B2B_Impact_04_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sound Effects\Ball_SFX\Special_Ball\Normie_Ball\B2B_Impact\B2B_Impact_04		141324
	108266220	Option_Down_02	Y:\Documents\Full Sail\Internship\SportsBall\SportsBall\.cache\Windows\SFX\Option_Down_02_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sound Effects\UI\Option_Down\Option_Down_02		60060
	115103524	Option_Up_01	Y:\Documents\Full Sail\Internship\SportsBall\SportsBall\.cache\Windows\SFX\Option_Up_01_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sound Effects\UI\Option_Up\Option_Up_01		57790
	118974531	KnockBack_Loop_Tail_01	Y:\Documents\Full Sail\Internship\SportsBall\SportsBall\.cache\Windows\SFX\KnockBack_Loop_Tail_01_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sound Effects\Ball_SFX\Special_Ball\KnockBack\KnockBack_Loop_Tail_01		171022
	119055061	Spencer_Lose_04	Y:\Documents\Full Sail\Internship\SportsBall\SportsBall\.cache\Windows\SFX\Spencer_Lose_04_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sound Effects\VoiceOvers\Lose\Spencer\Spencer_Lose_04		223476
	119560556	Chris_Count_Two_02	Y:\Documents\Full Sail\Internship\SportsBall\SportsBall\.cache\Windows\SFX\Chris_Count_Two_02_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sound Effects\VoiceOvers\CountDown\Chris\Two\Chris_Count_Two_02		42632
	120199430	ChrisM_Count_Three_02	Y:\Documents\Full Sail\Internship\SportsBall\SportsBall\.cache\Windows\SFX\ChrisM_Count_Three_02_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sound Effects\VoiceOvers\CountDown\MiniChrisM\Three\ChrisM_Count_Three_02		77188
	123222985	Virgil_Win_01	Y:\Documents\Full Sail\Internship\SportsBall\SportsBall\.cache\Windows\SFX\Virgil_Win_01_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sound Effects\VoiceOvers\Win\Virgil\Virgil_Win_01		195508
	123942954	ChrisM_WTSB_01	Y:\Documents\Full Sail\Internship\SportsBall\SportsBall\.cache\Windows\SFX\ChrisM_WTSB_01_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sound Effects\VoiceOvers\WTSB\MiniChrisM\ChrisM_WTSB_01		314514
	129297367	Bri_Count_Two_01	Y:\Documents\Full Sail\Internship\SportsBall\SportsBall\.cache\Windows\SFX\Bri_Count_Two_01_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sound Effects\VoiceOvers\CountDown\Bri\Two\Bri_Count_Two_01		47520
	130661117	Player_Damage_02	Y:\Documents\Full Sail\Internship\SportsBall\SportsBall\.cache\Windows\SFX\Player_Damage_02_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sound Effects\Player_SFX\Player_Damage\Player_Damage_02		45228
	134031109	Stun_Impact_V2_04	Y:\Documents\Full Sail\Internship\SportsBall\SportsBall\.cache\Windows\SFX\Stun_Impact_V2_04_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sound Effects\Ball_SFX\Special_Ball\Stun\Stun_Impact\Stun_Impact_V2_04		129478
	135451802	Bri_WTSB_02	Y:\Documents\Full Sail\Internship\SportsBall\SportsBall\.cache\Windows\SFX\Bri_WTSB_02_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sound Effects\VoiceOvers\WTSB\Bri\Bri_WTSB_02		158016
	140133187	Enemy_Death_03	Y:\Documents\Full Sail\Internship\SportsBall\SportsBall\.cache\Windows\SFX\Enemy_Death_03_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sound Effects\Enemy_SFX\Enemy_Death\Enemy_Death_03		49046
	141829471	Menu_Reject_01	Y:\Documents\Full Sail\Internship\SportsBall\SportsBall\.cache\Windows\SFX\Menu_Reject_01_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sound Effects\UI\Menu_Reject\Menu_Reject_01		85238
	149544146	Bri_Go_02	Y:\Documents\Full Sail\Internship\SportsBall\SportsBall\.cache\Windows\SFX\Bri_Go_02_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sound Effects\VoiceOvers\Go\Bri\Bri_Go_02		40188
	154839737	ChrisM_Exclamations_08	Y:\Documents\Full Sail\Internship\SportsBall\SportsBall\.cache\Windows\SFX\ChrisM_Exclamations_08_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sound Effects\VoiceOvers\Exclamations\MiniChrisM\ChrisM_Exclamations_08		139526
	157882836	Jordan_Exclamations_01	Y:\Documents\Full Sail\Internship\SportsBall\SportsBall\.cache\Windows\SFX\Jordan_Exclamations_01_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sound Effects\VoiceOvers\Exclamations\Jordan\Jordan_Exclamations_01		100860
	172179323	Austin_Exclamations_04	Y:\Documents\Full Sail\Internship\SportsBall\SportsBall\.cache\Windows\SFX\Austin_Exclamations_04_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sound Effects\VoiceOvers\Exclamations\Austin\Austin_Exclamations_04		76164
	176471287	Bri_Count_Three_02	Y:\Documents\Full Sail\Internship\SportsBall\SportsBall\.cache\Windows\SFX\Bri_Count_Three_02_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sound Effects\VoiceOvers\CountDown\Bri\Three\Bri_Count_Three_02		58112
	179755827	Virgil_Count_Two_01	Y:\Documents\Full Sail\Internship\SportsBall\SportsBall\.cache\Windows\SFX\Virgil_Count_Two_01_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sound Effects\VoiceOvers\CountDown\Virgil\Virgil_Count_Two_01		62626
	180316309	Spencer_Exclamations_04	Y:\Documents\Full Sail\Internship\SportsBall\SportsBall\.cache\Windows\SFX\Spencer_Exclamations_04_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sound Effects\VoiceOvers\Exclamations\Spencer\Spencer_Exclamations_04		192300
	181083168	KnockBack_Throw_03	Y:\Documents\Full Sail\Internship\SportsBall\SportsBall\.cache\Windows\SFX\KnockBack_Throw_03_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sound Effects\Ball_SFX\Special_Ball\KnockBack\KnockBack_Throw\KnockBack_Throw_03		76496
	181192188	Jordan_Exclamations_11	Y:\Documents\Full Sail\Internship\SportsBall\SportsBall\.cache\Windows\SFX\Jordan_Exclamations_11_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sound Effects\VoiceOvers\Exclamations\Jordan\Jordan_Exclamations_11		66368
	182999234	Spencer_Lose_05	Y:\Documents\Full Sail\Internship\SportsBall\SportsBall\.cache\Windows\SFX\Spencer_Lose_05_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sound Effects\VoiceOvers\Lose\Spencer\Spencer_Lose_05		505724
	185076988	FloorBreak_Throw_01	Y:\Documents\Full Sail\Internship\SportsBall\SportsBall\.cache\Windows\SFX\FloorBreak_Throw_01_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sound Effects\Ball_SFX\Special_Ball\FloorBreak\FloorBreak_Throw\FloorBreak_Throw_01		110420
	187223170	Enemy_Death_01	Y:\Documents\Full Sail\Internship\SportsBall\SportsBall\.cache\Windows\SFX\Enemy_Death_01_1C9C67B2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sound Effects\Enemy_SFX\Enemy_Death\Enemy_Death_01		42774
